First Name,Middle Name,Last Name,Phonetic First Name,Phonetic Middle Name,Phonetic Last Name,Name Prefix,Name Suffix,Nickname,File As,Organization Name,Organization Title,Organization Department,Birthday,Notes,Photo,Labels,E-mail 1 - Label,E-mail 1 - Value,E-mail 2 - Label,E-mail 2 - Value,Phone 1 - Label,Phone 1 - Value,Phone 2 - Label,Phone 2 - Value,Phone 3 - Label,Phone 3 - Value,Address 1 - Label,Address 1 - Formatted,Address 1 - Street,Address 1 - City,Address 1 - PO Box,Address 1 - Region,Address 1 - Postal Code,Address 1 - Country,Address 1 - Extended Address,Website 1 - Label,Website 1 - Value,Custom Field 1 - Label,Custom Field 1 - Value
Odoo,Specialist,932,,,,,,,,,,,,Country Code: 966,,* myContacts,,,,,Home,966565378820,,,,,Home,Saudi Arabia,Saudi Arabia,,,,,,,,,,
Odoo,Specialist,933,,,,,,,,,,,,Country Code: 92,,* myContacts,,,,,Home,+923004001432,,,,,Home,Pakistan,Pakistan,,,,,,,,,,
Odoo,Specialist,934,,,,,,,,,,,,Country Code: 91,,* myContacts,,,,,Home,+918588005057,,,,,Home,India,India,,,,,,,,,,
Odoo,Specialist,935,,,,,,,,,,,,Country Code: 91,,* myContacts,,,,,Home,+919400250252,,,,,Home,India,India,,,,,,,,,,
Odoo,Specialist,936,,,,,,,,,,,,Country Code: 92,,* myContacts,,,,,Home,+923352378617,,,,,Home,Pakistan,Pakistan,,,,,,,,,,
Odoo,Specialist,937,,,,,,,,,,,,Country Code: 961,,* myContacts,,,,,Home,+96181434817,,,,,Home,Lebanon,Lebanon,,,,,,,,,,
Odoo,Specialist,938,,,,,,,,,,,,Country Code: 254,,* myContacts,,,,,Home,+254769904575,,,,,Home,Kenya,Kenya,,,,,,,,,,
Odoo,Specialist,939,,,,,,,,,,,,Country Code: 32,,* myContacts,,,,,Home,+32479204206,,,,,Home,Belgium,Belgium,,,,,,,,,,
Odoo,Specialist,94,,,,,,,,,,,,Country Code: 92,,* myContacts,,,,,Home,923001825557,,,,,Home,Pakistan,Pakistan,,,,,,,,,,
Odoo,Specialist,940,,,,,,,,,,,,Country Code: 237,,* myContacts,,,,,Home,+23774043182,,,,,Home,Cameroon,Cameroon,,,,,,,,,,
Odoo,Specialist,941,,,,,,,,,,,,Country Code: 92,,* myContacts,,,,,Home,+923110836829,,,,,Home,Pakistan,Pakistan,,,,,,,,,,
Odoo,Specialist,942,,,,,,,,,,,,Country Code: 84,,* myContacts,,,,,Home,+84962357623,,,,,Home,Vietnam,Vietnam,,,,,,,,,,
Odoo,Specialist,943,,,,,,,,,,,,Country Code: 92,,* myContacts,,,,,Home,+923371688444,,,,,Home,Pakistan,Pakistan,,,,,,,,,,
Odoo,Specialist,944,,,,,,,,,,,,Country Code: 92,,* myContacts,,,,,Home,+923247625320,,,,,Home,Pakistan,Pakistan,,,,,,,,,,
Odoo,Specialist,945,,,,,,,,,,,,Country Code: 91,,* myContacts,,,,,Home,+919176763216,,,,,Home,India,India,,,,,,,,,,
Odoo,Specialist,946,,,,,,,,,,,,Country Code: 66,,* myContacts,,,,,Home,+66902999076,,,,,Home,Thailand,Thailand,,,,,,,,,,
Odoo,Specialist,947,,,,,,,,,,,,Country Code: 91,,* myContacts,,,,,Home,+917039420377,,,,,Home,India,India,,,,,,,,,,
Odoo,Specialist,948,,,,,,,,,,,,Country Code: 27,,* myContacts,,,,,Home,+27686661814,,,,,Home,South Africa,South Africa,,,,,,,,,,
Odoo,Specialist,949,,,,,,,,,,,,Country Code: 92,,* myContacts,,,,,Home,+923094080107,,,,,Home,Pakistan,Pakistan,,,,,,,,,,
Odoo,Specialist,95,,,,,,,,,,,,Country Code: 92,,* myContacts,,,,,Home,923057777817,,,,,Home,Pakistan,Pakistan,,,,,,,,,,
Odoo,Specialist,950,,,,,,,,,,,,Country Code: 92,,* myContacts,,,,,Home,+923028298111,,,,,Home,Pakistan,Pakistan,,,,,,,,,,
Odoo,Specialist,951,,,,,,,,,,,,Country Code: 62,,* myContacts,,,,,Home,+6282255772566,,,,,Home,Indonesia,Indonesia,,,,,,,,,,
Odoo,Specialist,952,,,,,,,,,,,,Country Code: 20,,* myContacts,,,,,Home,+201016792671,,,,,Home,Egypt,Egypt,,,,,,,,,,
Odoo,Specialist,953,,,,,,,,,,,,Country Code: 91,,* myContacts,,,,,Home,+919566009083,,,,,Home,India,India,,,,,,,,,,
Odoo,Specialist,954,,,,,,,,,,,,Country Code: 973,,* myContacts,,,,,Home,+97332335202,,,,,Home,Bahrain,Bahrain,,,,,,,,,,
Odoo,Specialist,955,,,,,,,,,,,,Country Code: 880,,* myContacts,,,,,Home,+8801754120543,,,,,Home,Bangladesh,Bangladesh,,,,,,,,,,
Odoo,Specialist,956,,,,,,,,,,,,Country Code: 91,,* myContacts,,,,,Home,+918527302881,,,,,Home,India,India,,,,,,,,,,
Odoo,Specialist,957,,,,,,,,,,,,Country Code: 92,,* myContacts,,,,,Home,+923000161978,,,,,Home,Pakistan,Pakistan,,,,,,,,,,
Odoo,Specialist,958,,,,,,,,,,,,Country Code: 91,,* myContacts,,,,,Home,+918851002283,,,,,Home,India,India,,,,,,,,,,
Odoo,Specialist,959,,,,,,,,,,,,Country Code: 92,,* myContacts,,,,,Home,+923013263833,,,,,Home,Pakistan,Pakistan,,,,,,,,,,
Odoo,Specialist,96,,,,,,,,,,,,Country Code: 92,,* myContacts,,,,,Home,923149469971,,,,,Home,Pakistan,Pakistan,,,,,,,,,,
Odoo,Specialist,960,,,,,,,,,,,,Country Code: 91,,* myContacts,,,,,Home,+917317474796,,,,,Home,India,India,,,,,,,,,,
Odoo,Specialist,961,,,,,,,,,,,,Country Code: 34,,* myContacts,,,,,Home,+34682397950,,,,,Home,Spain,Spain,,,,,,,,,,
Odoo,Specialist,962,,,,,,,,,,,,Country Code: 91,,* myContacts,,,,,Home,+918113828136,,,,,Home,India,India,,,,,,,,,,
Odoo,Specialist,963,,,,,,,,,,,,Country Code: 44,,* myContacts,,,,,Home,+447440755377,,,,,Home,United Kingdom,United Kingdom,,,,,,,,,,
Odoo,Specialist,964,,,,,,,,,,,,Country Code: 92,,* myContacts,,,,,Home,+923357360424,,,,,Home,Pakistan,Pakistan,,,,,,,,,,
Odoo,Specialist,965,,,,,,,,,,,,Country Code: 20,,* myContacts,,,,,Home,+201004533936,,,,,Home,Egypt,Egypt,,,,,,,,,,
Odoo,Specialist,966,,,,,,,,,,,,Country Code: 20,,* myContacts,,,,,Home,+201005615706,,,,,Home,Egypt,Egypt,,,,,,,,,,
Odoo,Specialist,967,,,,,,,,,,,,Country Code: 20,,* myContacts,,,,,Home,+201018692096,,,,,Home,Egypt,Egypt,,,,,,,,,,
Odoo,Specialist,968,,,,,,,,,,,,Country Code: 27,,* myContacts,,,,,Home,+27780115372,,,,,Home,South Africa,South Africa,,,,,,,,,,
Odoo,Specialist,969,,,,,,,,,,,,Country Code: 44,,* myContacts,,,,,Home,+447825710972,,,,,Home,United Kingdom,United Kingdom,,,,,,,,,,
Odoo,Specialist,97,,,,,,,,,,,,Country Code: 98,,* myContacts,,,,,Home,989127476115,,,,,Home,Iran,Iran,,,,,,,,,,
Odoo,Specialist,970,,,,,,,,,,,,Country Code: 49,,* myContacts,,,,,Home,+4915908496172,,,,,Home,Germany,Germany,,,,,,,,,,
Odoo,Specialist,971,,,,,,,,,,,,Country Code: 502,,* myContacts,,,,,Home,+50255745238,,,,,Home,Guatemala,Guatemala,,,,,,,,,,
Odoo,Specialist,972,,,,,,,,,,,,Country Code: 55,,* myContacts,,,,,Home,+5511954864647,,,,,Home,Brazil,Brazil,,,,,,,,,,
Odoo,Specialist,973,,,,,,,,,,,,Country Code: 62,,* myContacts,,,,,Home,+6281357314783,,,,,Home,Indonesia,Indonesia,,,,,,,,,,
Odoo,Specialist,974,,,,,,,,,,,,Country Code: 65,,* myContacts,,,,,Home,+6591382113,,,,,Home,Singapore,Singapore,,,,,,,,,,
Odoo,Specialist,975,,,,,,,,,,,,Country Code: 91,,* myContacts,,,,,Home,+916379688141,,,,,Home,India,India,,,,,,,,,,
Odoo,Specialist,976,,,,,,,,,,,,Country Code: 91,,* myContacts,,,,,Home,+917012625878,,,,,Home,India,India,,,,,,,,,,
Odoo,Specialist,977,,,,,,,,,,,,Country Code: 91,,* myContacts,,,,,Home,+917417657543,,,,,Home,India,India,,,,,,,,,,
Odoo,Specialist,978,,,,,,,,,,,,Country Code: 91,,* myContacts,,,,,Home,+917559083817,,,,,Home,India,India,,,,,,,,,,
Odoo,Specialist,979,,,,,,,,,,,,Country Code: 91,,* myContacts,,,,,Home,+918590819689,,,,,Home,India,India,,,,,,,,,,
Odoo,Specialist,98,,,,,,,,,,,,Country Code: 92,,* myContacts,,,,,Home,923000333697,,,,,Home,Pakistan,Pakistan,,,,,,,,,,
Odoo,Specialist,980,,,,,,,,,,,,Country Code: 91,,* myContacts,,,,,Home,+919645357804,,,,,Home,India,India,,,,,,,,,,
Odoo,Specialist,981,,,,,,,,,,,,Country Code: 91,,* myContacts,,,,,Home,+919763525991,,,,,Home,India,India,,,,,,,,,,
Odoo,Specialist,982,,,,,,,,,,,,Country Code: 91,,* myContacts,,,,,Home,+919809447594,,,,,Home,India,India,,,,,,,,,,
Odoo,Specialist,983,,,,,,,,,,,,Country Code: 92,,* myContacts,,,,,Home,+923003648823,,,,,Home,Pakistan,Pakistan,,,,,,,,,,
Odoo,Specialist,984,,,,,,,,,,,,Country Code: 92,,* myContacts,,,,,Home,+923011255007,,,,,Home,Pakistan,Pakistan,,,,,,,,,,
Odoo,Specialist,985,,,,,,,,,,,,Country Code: 92,,* myContacts,,,,,Home,+923055037077,,,,,Home,Pakistan,Pakistan,,,,,,,,,,
Odoo,Specialist,986,,,,,,,,,,,,Country Code: 92,,* myContacts,,,,,Home,+923062432616,,,,,Home,Pakistan,Pakistan,,,,,,,,,,
Odoo,Specialist,987,,,,,,,,,,,,Country Code: 92,,* myContacts,,,,,Home,+923078717308,,,,,Home,Pakistan,Pakistan,,,,,,,,,,
Odoo,Specialist,988,,,,,,,,,,,,Country Code: 92,,* myContacts,,,,,Home,+923088799085,,,,,Home,Pakistan,Pakistan,,,,,,,,,,
Odoo,Specialist,989,,,,,,,,,,,,Country Code: 92,,* myContacts,,,,,Home,+923114688996,,,,,Home,Pakistan,Pakistan,,,,,,,,,,
Odoo,Specialist,99,,,,,,,,,,,,Country Code: 971,,* myContacts,,,,,Home,971506252215,,,,,Home,United Arab Emirates,United Arab Emirates,,,,,,,,,,
Odoo,Specialist,990,,,,,,,,,,,,Country Code: 92,,* myContacts,,,,,Home,+923214332533,,,,,Home,Pakistan,Pakistan,,,,,,,,,,
Odoo,Specialist,991,,,,,,,,,,,,Country Code: 92,,* myContacts,,,,,Home,+923216667730,,,,,Home,Pakistan,Pakistan,,,,,,,,,,
Odoo,Specialist,992,,,,,,,,,,,,Country Code: 92,,* myContacts,,,,,Home,+923312519284,,,,,Home,Pakistan,Pakistan,,,,,,,,,,
Odoo,Specialist,993,,,,,,,,,,,,Country Code: 92,,* myContacts,,,,,Home,+923334699396,,,,,Home,Pakistan,Pakistan,,,,,,,,,,
Odoo,Specialist,994,,,,,,,,,,,,Country Code: 92,,* myContacts,,,,,Home,+923400015147,,,,,Home,Pakistan,Pakistan,,,,,,,,,,
Odoo,Specialist,995,,,,,,,,,,,,Country Code: 92,,* myContacts,,,,,Home,+923441182286,,,,,Home,Pakistan,Pakistan,,,,,,,,,,
Odoo,Specialist,996,,,,,,,,,,,,Country Code: 92,,* myContacts,,,,,Home,+923452946684,,,,,Home,Pakistan,Pakistan,,,,,,,,,,
Odoo,Specialist,997,,,,,,,,,,,,Country Code: 92,,* myContacts,,,,,Home,+923480215544,,,,,Home,Pakistan,Pakistan,,,,,,,,,,
Odoo,Specialist,998,,,,,,,,,,,,Country Code: 961,,* myContacts,,,,,Home,+96171797958,,,,,Home,Lebanon,Lebanon,,,,,,,,,,
Odoo,Specialist,999,,,,,,,,,,,,Country Code: 966,,* myContacts,,,,,Home,+966502530996,,,,,Home,Saudi Arabia,Saudi Arabia,,,,,,,,,,
odoo uae office ,,,,,,,,,,,,,,,,* myContacts,,,,,Mobile,+971588173360,,,,,,,,,,,,,,,,,
Odovation,,,,,,,,,,Odovation.com,,,,,,* myContacts,,,,,Mobile,+923164723993,,,,,,,,,,,,,,,,,
Odovation.com,,,,,,,,,,,,,,Country Code: 92,,* myContacts,,,,,Home,923164723993,,,,,Home,Pakistan,Pakistan,,,,,,,,,,
Office,Cloud,PT,,,,,,,,,,,,,,* myContacts,,,,,Mobile,+351 915 635 966,,,,,Home,"Rua Ant—nio Labrego, Lote 19, 1¼ Esq.3840-261 Gafanha da Boa Hora Portugal","Rua Ant—nio Labrego, Lote 19, 1¼ Esq.3840-261 Gafanha da Boa Hora Portugal",,,,,,,Home Page,http://officecloud.pt/,,
Office,Financial,Consulting,,,,The,,,,,,,,,,* myContacts,,,,,Mobile,+264813606030,,,,,Home,"24 Coetzee Street, Pionierspark Windhoek Namibia","24 Coetzee Street, Pionierspark Windhoek Namibia",,,,,,,,,,
office table,,,,,,,,,,,,,,,,* myContacts,,,,,Mobile,+923235291576,,,,,,,,,,,,,,,,,
Oguey,,Alexandre,,,,,,,,,,,,,,* myContacts,,,,,Mobile,+41796191749,,,,,Home,Route du col des Mosses 431862 La Comballaz Switzerland,Route du col des Mosses 431862 La Comballaz Switzerland,,,,,,,Home Page,http://www.oguey.org/,,
Oil,,,,,,,,,,,,,,,,* myContacts,,,,,Mobile,0308 7272226,,,,,,,,,,,,,,,,,
Oksana Odoo Dev,,Yeroshenko,,,,,,,,,,,,,,* myContacts,,,,,,,,,,,,,,,,,,,,,,,
OLISTONE,,|Accounting and Tax|,,,,,,,,,,,,,,* myContacts,,,,,Mobile,+352661252653,,,,,Home,35 montŽe willy goergen7322 Steinsel Luxembourg,35 montŽe willy goergen7322 Steinsel Luxembourg,,,,,,,Home Page,https://olistone.eu/,,
OLISTONE,|Accounting and Tax|,France,,,,,,,,,,,,,,* myContacts,,,,,Mobile,+352 661 252 653,,,,,Home,France,France,,,,,,,Home Page,https://olistone.eu/,,
OLISTONE,|Accounting and Tax|,Portugal,,,,,,,,,,,,,,* myContacts,,,,,Mobile,+352 661 252 653,,,,,Home,Portugal,Portugal,,,,,,,Home Page,https://olistone.eu/,,
OLISTONE,|Accounting and Tax|,UK,,,,,,,,,,,,,,* myContacts,,,,,Mobile,+352 661 252 653,,,,,Home,United Kingdom,United Kingdom,,,,,,,Home Page,https://olistone.eu/,,
Olivier,,Gasia,,,,,,,,,,,,,,* myContacts,,,,,Mobile,+32 473 72 13 22,,,,,Home,Rue de la Royale Harmonie 51420 Braine-l'Alleud Belgium,Rue de la Royale Harmonie 51420 Braine-l'Alleud Belgium,,,,,,,,,,
Olivier,"Marbais SRL, Olivier",Marbais,,,,,,,,,,,,,,* myContacts,,,,,Mobile,0477652109,,,,,Home,20 Rue de Beaumont6534 GozŽe Belgium,20 Rue de Beaumont6534 GozŽe Belgium,,,,,,,Home Page,https://www.omarbais.be/,,
Olivier Vandewaetere,,,,,,,,,,tuningOnline.eu,,,,,,* myContacts,,,,,Mobile,+32473712997,,,,,,,,,,,,,,,,,
Olle Netherlands ,,,,,,,,,,,,,,,,* myContacts,,,,,Mobile,+31 6 13986056,,,,,,,,,,,,,,,,,
Omer Zeb Aurangzeb,,,,,,,,,,Omer Zeb Aurangzeb,,,,,,* myContacts,,,,,Mobile,+971 58 928 4119,,,,,,,,,,,,,,,,,
ONECZAR,,Limited,,,,,,,,,,,,,,* myContacts,,,,,Mobile,8765332681,,,,,Home,2A Courtney Walsh Drive010 Kingston Jamaica,2A Courtney Walsh Drive010 Kingston Jamaica,,,,,,,Home Page,https://oneczar.com/,,
Onyie From Fiver ,,,,,,,,,,,,,,,,* myContacts,,,,,Mobile,+2348182483760,,,,,,,,,,,,,,,,,
OP Albania Master IT,,,,,,,,,,,,,,,,* myContacts,* ,info@master.al,,,Mobile,+355 69 213 0000,,,,,,,,,,,,,,,,,
OP Albania STRING,,,,,,,,,,,,,,,,* myContacts,* ,info@string.al,,,Mobile,+355 68 205 0101,,,,,,,,,,,,,,,,,
OP Albania TetraPro,,,,,,,,,,,,,,,,* myContacts,* ,info@tetrapro.al,,,Mobile,+355 67 700 1100,,,,,,,,,,,,,,,,,
OP Albania Zero Group,,,,,,,,,,Zero Group,,,,,,* myContacts,* ,sales@zero.com.al,,zero.al@outlook.com,Mobile,+355 68 214 3018,,,,,,,,,,,,,,,,,
OP Algeria Cetelex,,,,,,,,,,,,,,,,* myContacts,* ,sales@cetelex.com,,,Mobile,+213 781 22 05 07,,,,,,,,,,,,,,,,,
OP Algeria Deltalog,,,,,,,,,,,,,,,,* myContacts,* ,contact@deltalog.dz,,,Mobile,+213 23 63 28 18,,,,,,,,,,,,,,,,,
OP Algeria EURL BUSINESNA,,,,,,,,,,,,,,,,* myContacts,* ,contact@businesna.dz,,,Mobile,+213 770 74 56 73,,,,,,,,,,,,,,,,,
OP Algeria EURL Weasydoo,,,,,,,,,,,,,,,,* myContacts,* ,tarek.cheikh@weasydoo.com,,,,+213 550 511 804,,,,,,,,,,,,,,,,,
OP Algeria FINOUTSOURCE Sarl,,,,,,,,,,,,,,,,* myContacts,,,,,,+213 557 832 876,,,,,,,,,,,,,,,,,
OP Algeria ITexc Group,,,,,,,,,,,,,,,,* myContacts,* ,contact@itexc-agency.com,,,,+213 799 88 98 07,,,,,,,,,,,,,,,,,
OP Algeria SARL DIGIWAVES,,,,,,,,,,,,,,,,* myContacts,* ,tarek.benazzouz@digiwaves.io,,,Mobile,+213 550 20 08 06,,,,,,,,,,,,,,,,,
OP Algeria SARL Insidjam COM,,,,,,,,,,,,,,,,* myContacts,,,,,Mobile,+213 560 04 47 17,,,,,,,,,,,,,,,,,
OP Algeria SIBIC,,,,,,,,,,,,,,,,* myContacts,* ,h.lounissi@sibic.dz,,,,+213 (0)560 033 365,,,,,,,,,,,,,,,,,
OP Alice Labs PTE Limited,,,,,,,,,,,,,,,,* myContacts,* ,shuvo@myalice.ai,,,Mobile,+880 1749-945055,,,,,,,,,,,,,,,,,
OP Angola Alien Group Lda,,,,,,,,,,,,,,,,* myContacts,* ,leads@alien-group.com,,,,+244 941067525,,,,,,,,,,,,,,,,,
OP Angola Compllexus,,,,,,,,,,,,,,,,* myContacts,* ,it@compllexus.com,,,,+244 922 867 116,,,,,,,,,,,,,,,,,
OP Angola Tistech Angola,,,,,,,,,,,,,,,,* myContacts,* ,comercial@tistech.co.ao,,,,+244 937 552 501,,,,,,,,,,,,,,,,,
OP Argentina Abasto Software S.R.L.,,,,,,,,,,,,,,,,* myContacts,* ,jpescio@abastosoftware.ar,,,Mobile,+54 11 6309-0669,,,,,Home,Quito 3754 Piso 3 DPTC:c1212 Buenos Aires CArgentina,Quito 3754 Piso 3 DPTC:c1212 Buenos Aires CArgentina,,,,,,,Home Page,http://abastosoftware.ar/,,
OP Argentina ADHOC,,,,,,,,,,,,,,,,* myContacts,* ,adhoc-ar@adhoc.com.ar,,,,+54 9 341 208-0283,,,,,,,,,,,,,,,,,
OP Argentina Agil-Code,,,,,,,,,,,,,,,,* myContacts,* ,Marcelo.maggi@agil-code.com,,,,+54 9 11 3145-8085,,,,,,,,,,,,,,,,,
OP Argentina AITIC,,,,,,,,,,,,,,,,* myContacts,* ,llopez@aitic.com.ar,,,,+54 11 3177-4343,,,,,,,,,,,,,,,,,
OP Argentina Alpardata S.A.S,,,,,,,,,,,,,,,,* myContacts,* ,joaquin@alpardata.com.ar,,,,+54 9 261 685-3970,,,,,,,,,,,,,,,,,
OP Argentina Apex Group SA,,,,,,,,,,,,,,,,* myContacts,* ,administracion@apexgroup.ar,,,,+54 9 11 5038-2904,,,,,,,,,,,,,,,,,
OP Argentina ARENGY TECHNOLOGIES,,,,,,,,,,,,,,,,* myContacts,* ,odoo.business@arengy.com.ar,,,,+54 351 574-4115,,,,,,,,,,,,,,,,,
OP Argentina Aureofy,,,,,,,,,,,,,,,,* myContacts,* ,info@aureofy.com,,,,+54 9 11 6883-1172,,,,,,,,,,,,,,,,,
OP Argentina Axcelere,,,,,,,,,,,,,,,,* myContacts,* ,hola@axcelere.com,,,,+54 911 5585.9003,,,,,,,,,,,,,,,,,
OP Argentina Axioma IT Solutions,,,,,,,,,,,,,,,,* myContacts,* ,axel.diaz@axiomait.com,,,,+54 9 11 6511-9412,,,,,,,,,,,,,,,,,
OP Argentina Be Innovation Tech,,,,,,,,,,,,,,,,* myContacts,,,,,,+54 9 351 152 834342,,,,,,,,,,,,,,,,,
OP Argentina BetaSepp,,,,,,,,,,,,,,,,* myContacts,* ,gtamasi@betasepp.com.ar,,,,+54 11 4555-1234,,,,,,,,,,,,,,,,,
OP Argentina Blackfish,,,,,,,,,,,,,,,,* myContacts,* ,luis@blackfishweb.com,,,,+54 9 387 457-6457,,,,,,,,,,,,,,,,,
OP Argentina Blueorange Group,,,,,,,,,,,,,,,,* myContacts,* ,contacto@blueorange.com.ar,,,,+54 9 11 7078-7090,,,,,,,,,,,,,,,,,
OP Argentina Calyx Servicios SA,,,,,,,,,,,,,,,,* myContacts,* ,matiastijera@pgyk.com.ar,,,,+54 1 168 620901,,,,,,,,,,,,,,,,,
OP Argentina Covencomputers,,,,,,,,,,,,,,,,* myContacts,* ,ricardo@covencomputers.com.ar,,,Mobile,+54 11 2391 8325,,,,,Home,Av. Juan Bautista Alberdi 4940 Buenos Aires Argentina,Av. Juan Bautista Alberdi 4940 Buenos Aires Argentina,,,,,,,,,,
OP Argentina DESBA SAS,,,,,,,,,,,,,,,,* myContacts,* ,info@desba.com.ar,,,,+54 9 11 6804-2020,,,,,,,,,,,,,,,,,
OP Argentina DIGITALO,,,,,,,,,,,,,,,,* myContacts,* ,soporte@digitalo.com.ar,,,,+54 221 697-6320,,,,,,,,,,,,,,,,,
OP Argentina Dimens Solutions SRL,,,,,,,,,,,,,,,,* myContacts,* ,ariel@global-iso.com,,,,+54 116 2737770,,,,,,,,,,,,,,,,,
OP Argentina DITyC SRL,,,,,,,,,,,,,,,,* myContacts,* ,lrbriones@dityc.com.ar,,,Mobile,+54 9 299 4212988,,,,,Home,Dr. Luis Federico Leloir 261CUIT: 307181049948300 Neuquen QArgentina,Dr. Luis Federico Leloir 261CUIT: 307181049948300 Neuquen QArgentina,,,,,,,Home Page,http://www.dityc.com.ar/,,
OP Argentina DLS Consultores,,,,,,,,,,,,,,,,* myContacts,* ,francisco.delaserna@gmail.com,,,,+54 9 11 3634-8923,,,,,,,,,,,,,,,,,
OP Argentina DooIT,,,,,,,,,,,,,,,,* myContacts,* ,admin@dooit.ar,,,,+54 9 11 4161-3937,,,,,,,,,,,,,,,,,
OP Argentina Elepe Servicios,,,,,,,,,,,,,,,,* myContacts,* ,openerp@elepeservicios.com.ar,,,,+54 341 4853806,,,,,,,,,,,,,,,,,
OP Argentina Epica,,,,,,,,,,,,,,,,* myContacts,* ,jorgenitti@epica.com.ar,,,,+54 11 3395-1020,,,,,,,,,,,,,,,,,
OP Argentina Exemax SAS,,,,,,,,,,,,,,,,* myContacts,* ,contacto@exemax.com.ar,,,Mobile,+54 9 11 6539-1716,,,,,Home,Edificio Concord Pilar Of 301 - Los AlmendrosArias 2221 Depto 61629 Pilar BArgentina,Edificio Concord Pilar Of 301 - Los AlmendrosArias 2221 Depto 61629 Pilar BArgentina,,,,,,,Home Page,http://www.exemax.com.ar/,,
OP Argentina GiGa global,,,,,,,,,,,,,,,,* myContacts,* ,hola@gigaglobal.com.ar,,,,+54 9 351 612-7500,,,,,,,,,,,,,,,,,
OP Argentina Gonzalo de la Serna,,,,,,,,,,,,,,,,* myContacts,* ,gonzser@hotmail.com,,,,+54 9 387 6832210,,,,,,,,,,,,,,,,,
OP Argentina GoodComex SAS,,,,,,,,,,,,,,,,* myContacts,* ,cristian.vazquez@goodcomex.com,,,,+54 2 616 669845,,,,,,,,,,,,,,,,,
OP Argentina Grifo Creativo,,,,,,,,,,,,,,,,* myContacts,* ,info@grifocreativo.com,,,,+54 9230215207390,,,,,,,,,,,,,,,,,
OP Argentina i2T SA,,,,,,,,,,,,,,,,* myContacts,* ,odoo@i2t-sa.com.ar,,,,+54 342 4172314,,,,,,,,,,,,,,,,,
OP Argentina INDX,,,,,,,,,,,,,,,,* myContacts,* ,pablo@indx.ar,,,,+54 9 11 5736-3674,,,,,,,,,,,,,,,,,
OP Argentina Ingenio Solutions,,,,,,,,,,,,,,,,* myContacts,* ,contacto@ingeniosolutions.com.ar,,,Mobile,+54 9 3456 50-8201,,,,,Home,Av. Hip—lito Yrigoyen 32803ro A Chajari EArgentina,Av. Hip—lito Yrigoyen 32803ro A Chajari EArgentina,,,,,,,Home Page,https://ingeniosolutions.com.ar/,,
OP Argentina Inside Informatica,,,,,,,,,,,,,,,,* myContacts,* ,odoo@insideinformatica.com.ar,,,Mobile,+54 11 5263-2225,,,,,Home,Lope de Vega 3131 Buenos Aires BArgentina,Lope de Vega 3131 Buenos Aires BArgentina,,,,,,,Home Page,http://www.insideinformatica.com.ar/,,
OP Argentina ITBS Business Solutions,,,,,,,,,,,,,,,,* myContacts,* ,contacto@it-bs.com.ar,,,,+54 11 5278-7080,,,,,,,,,,,,,,,,,
OP Argentina Jemersoft,,,,,,,,,,,,,,,,* myContacts,* ,odoo@jemersoft.com,,,,+54 9 351 295-0532,,,,,,,,,,,,,,,,,
OP Argentina Labtory,,,,,,,,,,,,,,,,* myContacts,* ,diego@labtory.com.ar,,,Mobile,+54 9 341 676-0023,,,,,Home,"Entre Rios 729, Piso 6 Of. 1. Rosario SArgentina","Entre Rios 729, Piso 6 Of. 1. Rosario SArgentina",,,,,,,Home Page,http://labtory.com.ar/,,
OP Argentina LEXIM S.R.L.,,,,,,,,,,,,,,,,* myContacts,* ,comercial@lexim.solutions,,,,+54 9 11 3387-1532,,,,,,,,,,,,,,,,,
OP Argentina Lomasoft,,,,,,,,,,,,,,,,* myContacts,* ,marcelo@lomasoft.com.ar,,,,+54 9 11 54253198,,,,,,,,,,,,,,,,,
OP Argentina Making Argentina,,,,,,,,,,,,,,,,* myContacts,* ,odoo@making.com.ar,,,,+54 11 70790150,,,,,,,,,,,,,,,,,
OP Argentina MASTERCORE SAS,,,,,,,,,,,,,,,,* myContacts,* ,partner@mastercore.net,,,,+54 911 2460 5949,,,,,,,,,,,,,,,,,
OP Argentina Meet & Lead,,,,,,,,,,,,,,,,* myContacts,* ,ebedoya.contacto@gmail.com,,,,+54 9 351 699-7821,,,,,,,,,,,,,,,,,
OP Argentina MG INTELLIGENCE SRL,,,,,,,,,,,,,,,,* myContacts,* ,gflores@mgintelligence.com,,,,+54 11 6613-5566,,,,,,,,,,,,,,,,,
OP Argentina Moogah,,,,,,,,,,,,,,,,* myContacts,* ,martin@moogah.com,,,,+54 9 11 3790-2000,,,,,,,,,,,,,,,,,
OP Argentina Mountrix,,,,,,,,,,,,,,,,* myContacts,* ,odoo@mountrix.com,,,,+54 351 239-3303,,,,,,,,,,,,,,,,,
OP Argentina Newcom LCS S.A,,,,,,,,,,,,,,,,* myContacts,,,,,,+54 (236) 4546819,,,,,,,,,,,,,,,,,
OP Argentina Nuetel SRL,,,,,,,,,,,,,,,,* myContacts,* ,info@nuetel.com.ar,,,,+54 11 5276-2600,,,,,,,,,,,,,,,,,
OP Argentina Nybble Group,,,,,,,,,,,,,,,,* myContacts,* ,sebastian.diaz@nybblegroup.com,,,,+54 11 6744-0642,,,,,,,,,,,,,,,,,
OP Argentina Oncompetence SpA,,,,,,,,,,,,,,,,* myContacts,* ,adelina@oncompetence.com,,,,+54 9 3547 44-6894,,,,,,,,,,,,,,,,,
